"id","english_definition","chinese_id.car","chinese_id.simplified_chinese","chinese_id.link","chinese_id.link_nuovo","rom_id.rom"
4004,"to cover/trap","弇","弇",,,"ien\"
8655,"to cover up (a shortcoming)/to screen off/to hide/to conceal","遮","遮",,,"che¯"
4568,"to cover up/to close/to surprise","掩","掩",,,"ien\"
7957,"to covet/to long for","覬","觊",,,"ki/"
3108,"to crack (seeds) between one's teeth","嗑","嗑",,,"ho˘"
3266,"to crack/to split/to break/to chap","坼","坼",,,"çe˘'"
5876,"to crawl/to climb/to get up or sit up","爬","爬",,,"pa^'"
5716,"to cross a river/to aid or relieve/to be of help","濟","济",,,"çi/"
5717,"to cross a river/to aid or relieve/to be of help","濟","济",,,"çi\"
8628,"to cross/to go over/to pass (time)/to celebrate (a holiday)/to live/to get along/excessively/too- or surname Guo or (experienced action marker)","過","过",,,"quo¯"
8629,"to cross/to go over/to pass (time)/to celebrate (a holiday)/to live/to get along/excessively/too- or surname Guo or (experienced action marker)","過","过",,,"quo/"
5579,"to cross/to pass through/to ferry","渡","渡",,,"tu/"
8436,"to crouch/to squat/to stay (somewhere)","蹲","壿",,,"çụn^'"
4678,"to crowd in/to cram in/to force others aside/to press/to squeeze/to find (time in one's busy schedule)","擠","挤",,,"çi¯"
9181,"to crumble/to collapse/to decline/to decay/decadent/dejected/dispirited/balding","頽",,,,"tui^'"
2994,"to cry/to weep","哭","哭",,,"kȯ˘'"
3052,"to cry/to weep aloud/to crow/to hoot","㗣","嚏",,,"ti/"
3053,"to cry/to weep aloud/to crow/to hoot","啼","啼",,,"ti^'"
2345,"to cuddle","偎","偎",,,"goei¯"
6138,"to cultivate (land)/to hunt","畋","畋",,,"tien^'"
2172,"to cultivate/to hunt or farmer","佃","佃",,,"tien^'"
2173,"to cultivate/to hunt or farmer","佃","佃",,,"tien/'"
4491,"to cup one's hands in salute/to surround/to arch/to dig earth with the snout/arched","拱","拱",,,"kung\"
9196,"to curl/curled","鬈","鬈",,,"kiuen^'"
8398,"to curl up","踡","踡",,,"kiuen^'"
8375,"to curl up/to crouch","跧","跧",,,"çiuen¯'"
8027,"to curse/to scold","詈","詈",,,"li/"
2154,"to cut down/to fell/to dispatch an expedition against/to attack/to boast/Taiwan pr. [fā]","伐","伐",,,"fa˘"
7422,"to cut down/to mow/to eliminate/scythe","芟","芟",,,"san¯"
4409,"to cut off (a length)/to stop/to intercept/section/chunk/length","截","截",,,"çie˘'"
2607,"to cut open/to analyze/Taiwan pr. [pǒu]","剖","剖",,,"peu\'"
7870,"to cut out (as a dress)/to cut/to trim/to reduce/to diminish/to cut back (e.g. on staff)/decision/judgment","裁","裁",,,"çai/"
2623,"to cut/to cut apart","割","割",,,"ko˘"
7398,"to dance/to wield/to brandish","舞","舞",,,"vu\"
4749,"to dare/daring/(polite) may I venture","敢","敢",,,"kan\"
3420,"to dawdle/the name of the father of the Emperor Yao","夌","夌",,,"ling^"
5772,"to dazzle/to boast/to show off/(slang) cool/awesome","炫","炫",,,"hiuen/"
8739,"to deal in liquors","酤","酤",,,"hu/"
8740,"to deal in liquors","酤","酤",,,"ku¯"
8253,"to deal in/to buy and sell/to trade in/to retail/to peddle","販","贩",,,"fan/"
8066,"to deceive/lies","誑","诳",,,"quang/"
7065,"to deceive/there is none/old variant of 網|网[wǎng]","罔","網",,,"¨vang\"
6392,"to deceive/to cheat/to hoodwink/to make a wild guess or blind/dim-sighted","[.]_436_7",,"https://dict.variants.moe.edu.tw/dictView.jsp?ID=30088",,"mung^"
2973,"to deceive/to coax/to amuse (a child) or roar of laughter (onom.)/hubbub/to roar (as a crowd)","哄","哄",,,"hung¯"
2974,"to deceive/to coax/to amuse (a child) or roar of laughter (onom.)/hubbub/to roar (as a crowd)","哄","哄",,,"hung/"
2975,"to deceive/to coax/to amuse (a child) or roar of laughter (onom.)/hubbub/to roar (as a crowd)","哄","哄",,,"hung\"
8159,"to deceive/to confuse/to cheat/absurd/erroneous","謬","谬",,,"mieu/"
8096,"to deceive/to contrive","諆","諆",,,"ki¯"
8058,"to deceive/to disturb","詿","诖",,,"qua/"
8134,"to deceive/to forget","諼","谖",,,"hiuen¯"
8555,"to deceive/to scare/to travel","迋","迋",,,"¨vang\"
8556,"to deceive/to scare/to travel","迋","迋",,,"quang\"
8205,"to decide judicially","囐",,,,"hien/"
8206,"to decide judicially","讞","谳",,,"nien\"
8207,"to decide judicially","讞","谳",,,"nien/"
8208,"to decide judicially","讞","谳",,,"nie˘"
5407,"to decide/to determine/to execute (sb)/(of a dam etc) to breach or burst/definitely/certainly","決","决",,,"kiue˘"
2271,"to decorate/to embellish/to repair/to build/to write/to cultivate/to study/to take (a class) or surname Xiu","修","修",,,"sieu¯"
4605,"to decrease/to lose/to damage/to harm/(coll.) to speak sarcastically/to deride/caustic/mean/one of the 64 trigrams of the Book of Changes (old)","損","损",,,"sụn\"
5509,"to deepen (e.g. a ditch)/to extract/to manage/ladle (old)","浚","浚",,,"siụn/"
8026,"to defame/to slander","詆","诋",,,"ti\"
4742,"to defeat/to damage/to lose (to an opponent)/to fail/to wither","敗","败",,,"pai/"
4743,"to defeat/to damage/to lose (to an opponent)/to fail/to wither","敗","败",,,"pai/'"
2262,"to defend/to protect/to keep/to guarantee/to ensure or Bulgaria/Bulgarian/abbr. for 保加利亞|保加利亚[Bǎo jiā lì yà]","保","保",,,"pao\"
6508,"to defend/to resist","禦","御",,,"iụ/"
8578,"to deliver/to carry/to give (as a present)/to present (with)/to see off/to send","送","送",,,"sung/"
7932,"to demand/to request/to coerce or important/vital/to want/to ask for/will/going to (as future auxiliary)/may/must/(used in a comparison) must be/probably/if","要","要",,,"iao¯"
7933,"to demand/to request/to coerce or important/vital/to want/to ask for/will/going to (as future auxiliary)/may/must/(used in a comparison) must be/probably/if","要","要",,,"iao/"
2235,"to depend on/to comply with or listen to sb/according to/in the light of","依","依",,,"¨y¯"
8307,"to depend on/to hang on in a place/bad/to renege (on promise)/to disclaim/to rat (on debts)/rascally/to blame/to put the blame on or surname Lai","賴","赖",,,"lai/"
4583,"to depict/to trace (a drawing)/to copy/to touch up","描","描",,,"miao^"
7953,"to desire passionately","覦","觎",,,"iụ^"
7687,"to despise/small/variant of 渺[miǎo]","藐","藐",,,"miao\"
7688,"to despise/small/variant of 渺[miǎo]","藐","藐",,,"mo˘"
2402,"to despise/to insult","僇","僇",,,"lȯ˘"
3273,"to destroy/to damage/dilapidated/collapsed","垝","垝",,,"quei¯"
5316,"to destroy/to spoil/to ruin/to injure/cruel/oppressive/savage/brutal/incomplete/disabled/to remain/to survive/remnant/surplus","殘","残",,,"çan^'"
5429,"to destroy/to stop","沮","沮",,,"çiụ\"
5430,"to destroy/to stop","沮","沮",,,"çiu̇¯"
4321,"to detest","憎","憎",,,"çeng¯"
5655,"to develop/to evolve/to practice/to perform/to play/to act","演","演",,,"ien\"
3161,"to devour/to bite","噬","噬",,,"xi/"
5306,"to die/impassable/uncrossable/inflexible/rigid/extremely/damned","死","死",,,"su̇\"
5319,"to die in childhood/war dead","殤","殇",,,"xang¯"
2081,"to die/to lose/to be gone/to flee/deceased","亡","亡",,,"¨vang^"
2082,"to die/to lose/to be gone/to flee/deceased","亡","亡",,,"vu\"
4774,"to die/to shoot dead/to reject/to fall forward/(suffix) to death","斃","毙",,,"pi/"
3860,"to differ from/to fall short of/lacking/wrong/inferior/Taiwan pr. [chā] or difference/discrepancy/to differ/error/to err/to make a mistake or to send/to commission/messenger/mission","差","差",,,"ço/'"
3861,"to differ from/to fall short of/lacking/wrong/inferior/Taiwan pr. [chā] or difference/discrepancy/to differ/error/to err/to make a mistake or to send/to commission/messenger/mission","差","差",,,"chai¯'"
3862,"to differ from/to fall short of/lacking/wrong/inferior/Taiwan pr. [chā] or difference/discrepancy/to differ/error/to err/to make a mistake or to send/to commission/messenger/mission","差","差",,,"cha¯'"
3863,"to differ from/to fall short of/lacking/wrong/inferior/Taiwan pr. [chā] or difference/discrepancy/to differ/error/to err/to make a mistake or to send/to commission/messenger/mission","差","差",,,"çu̇¯"
4631,"to dig out/to pick out (with one's fingers)/to carve/to cut/to study meticulously/to lift one's clothes/stingy/miserly","摳","樞",,,"kiụ¯'"
4632,"to dig out/to pick out (with one's fingers)/to carve/to cut/to study meticulously/to lift one's clothes/stingy/miserly","摳","樞",,,"keu¯'"
6604,"to dig/to scoop out","穵","穵",,,"¨va˘"
8264,"to diminish/to demote/to reduce or devaluate/to disparage/to censure/to depreciate","貶","贬",,,"pien\"
5527,"to disappear/to vanish/to eliminate/to spend (time)/have to/need","消","消",,,"siao¯"
8033,"to discuss/to comment/to criticize/to judge/to choose (by public appraisal)","評","评",,,"ping^'"
8034,"to discuss/to comment/to criticize/to judge/to choose (by public appraisal)","評","评",,,"[ping]/'"
4434,"to disguise oneself as/to dress up/to play (a role)/to put on (an expression)","扮","扮",,,"pan/"
4435,"to disguise oneself as/to dress up/to play (a role)/to put on (an expression)","扮","扮",,,"fuen\"
9606,"to dismiss from office/to expel","黜","絀","https://dict.variants.moe.edu.tw/dictView.jsp?ID=53236",,"chu̇˘'"
2351,"to disobey/to stand back-to-back","偝","偝",,,"poei/"
8638,"to disobey/to violate/to separate/to go against","違","违",,,"goei^"
8647,"to dispatch/to send/to dispel","遣","遣",,,"kien/'"
8648,"to dispatch/to send/to dispel","遣","遣",,,"kien\'"
8548,"to dispute/to debate/to argue/to discuss","辯","辩",,,"pien/"
5573,"to dissipate/to dissolve","渙","涣",,,"huon/"
5626,"to dissolve/soluble","溶","溶",,,"iung^"
2278,"to distribute","俵","俵",,,"piao/"
4696,"to disturb","擾","扰",,,"jao\"
4697,"to disturb","擾","扰",,,"jao^"
4720,"to disturb/to annoy/to mix/to stir","攪","搅",,,"kiao\"
5492,"to ditch/a moat","洫","血",,,"hiu˘"
4070,"to dither/to hesitate/to pace back and forth/irresolute","徊","徊",,,"hoei^"
3702,"to do harm to/to cause trouble to/harm/evil/calamity","害","害",,"https://dict.variants.moe.edu.tw/dictView.jsp?ID=10791","hai/"
4197,"to do one's duty as a younger brother","悌","悌",,,"ti/"
2349,"to do/to make/to produce/to write/to compose/to act as/to engage in/to hold (a party)/to be/to become/to function (in some capacity)/to serve as/to be used for/to form (a bond or relationship)/to pretend/to feign/to act a part/to put on appearance","做","做",,,"ço/"
8546,"to do/to manage/to handle/to go about/to run/to set up/to deal with","辦","办",,,"pan/"
6174,"to doubt/to suspect","疑","疑",,,"y^"
6175,"to doubt/to suspect","疑","疑",,,"iė˘"
6374,"to doze off/sleepy","瞌","瞌",,,"ke˘'"
4920,"to drag/to pull/Taiwan pr. [yì]","曳","曳",,,"iė˘"
4921,"to drag/to pull/Taiwan pr. [yì]","曳","曳",,,"y/"
4457,"to drape over one's shoulders/to open/to unroll/to split open/to spread out","披","披",,,"pi¯'"
4574,"to draw out/to let hanging","[.]_253_5_prin","揄","https://dict.variants.moe.edu.tw/dictView.jsp?ID=59051","https://dict.variants.moe.edu.tw/dictView.jsp?ID=59051","iụ^"
4575,"to draw out/to let hanging","[.]_253_5_prin","揄","https://dict.variants.moe.edu.tw/dictView.jsp?ID=59051","https://dict.variants.moe.edu.tw/dictView.jsp?ID=59051","teu^'"
4576,"to draw out/to let hanging","[.]_253_5_prin","揄","https://dict.variants.moe.edu.tw/dictView.jsp?ID=59051","https://dict.variants.moe.edu.tw/dictView.jsp?ID=59051","iao^"
7026,"to draw/to paint","繪","绘",,,"hoei/"
7027,"to draw/to paint","繪","绘",,,"quei/"
7838,"to dress/to wear/to put on (clothes) or clothes/CL:件[jiàn]","衣","衣",,,"i¯"
7839,"to dress/to wear/to put on (clothes) or clothes/CL:件[jiàn]","衣","衣",,,"i/"
8885,"to drill/to bore/to get into/to make one's way into/to enter (a hole)/to thread one's way through/to study intensively/to dig into/to curry favor for personal gain or an auger/diamond","鑽","钻",,,"çuon¯"
8886,"to drill/to bore/to get into/to make one's way into/to enter (a hole)/to thread one's way through/to study intensively/to dig into/to curry favor for personal gain or an auger/diamond","鑽","钻",,,"çuon/"
5740,"to drip/to strain or filter/a trickle","瀝","沥",,,"liė˘"
5617,"to drizzle/sea","溟","溟",,,"ming^"
8968,"to drop/to fall/to come down/to descend or to surrender/to capitulate/to subdue/to tame","降","降",,,"kiang/"
8969,"to drop/to fall/to come down/to descend or to surrender/to capitulate/to subdue/to tame","降","降",,,"hiangˆ"
5540,"to dry/to dry up","涸","涸",,,"hȯ˘"
5839,"to dry with fire","熯","焊",,,"han/"
5840,"to dry with fire","熯","焊",,,"xen\"
5040,"to dye/to catch (a disease)/to acquire (bad habits etc)/to contaminate/to add color washes to a painting","染","染",,,"jen\"
5041,"to dye/to catch (a disease)/to acquire (bad habits etc)/to contaminate/to add color washes to a painting","染","染",,,"jen/"
8355,"toe","趾","趾",,,"chi\"
8308,"to earn/to make a profit or to cheat/to swindle","賺","赚",,,"chan/"
9242,"to eat/evening meal or see 餔子|哺子[bù zi]","餔","哺",,,"pu/"
9243,"to eat/evening meal or see 餔子|哺子[bù zi]","餔","哺",,,"pu¯"
9210,"to eat/food/animal feed/eclipse or to feed","食","食",,,"xė˘"
9211,"to eat/food/animal feed/eclipse or to feed","食","食",,,"sụ/"
9229,"to eat till full/satisfied","飽","饱",,,"pao\"
2848,"to eat/to consume/to eat at (a cafeteria etc)/to eradicate/to destroy/to absorb/to suffer/to stammer (Taiwan pr. for this sense is [jí])","吃","喫",,,"kiė˘"
3042,"to eat/to taste/to entice (using bait)","啖","啖",,,"tan\'"
3043,"to eat/to taste/to entice (using bait)","啖","啖",,,"tan/'"
9284,"to eat to the full","饜","餍",,,"ien/"
7023,"to embroider/embroidery","繡","绣",,,"sieu/"
4484,"to enclose/to include/also pr. [guā]","括","括",,,"quo˘"
4485,"to enclose/to include/also pr. [guā]","括","括",,,"kiue˘"
4486,"to enclose/to include/also pr. [guā]","括","括",,,"huo˘"
4111,"to encourage oneself or disorderly/messy/chaotic or ancient variant of 暋[mǐn]","忟","忞",,,"min^"
4112,"to encourage oneself or disorderly/messy/chaotic or ancient variant of 暋[mǐn]","忞","忞",,,"min^"
8787,"to encourage/to cut/to strain","釗","钊",,,"chao¯"
2693,"to encourage/to urge or surname Li","勵","励",,,"li/"
5307,"to end/to die","歿","歾",,,"mȯ˘"
3311,"to endure/may/can","堪","堪",,,"kan¯'"
6499,"to endure or to prohibit/to forbid","禁","禁",,,"kin¯"
6500,"to endure or to prohibit/to forbid","禁","禁",,,"kin/"
4051,"to engrave","彫","雕",,,"tiao¯"
6033,"to engrave gems","琱","琱",,,"tiao¯"
8725,"to engrave/inscribed motto","銘","铭",,,"mingˆ"
8876,"to engrave (on wood or stone)/to inscribe","鐫","镌",,,"çien¯"
8870,"to engrave/to carve/hard steel","鏤","镂",,,"leu/"
8079,"to enjoin/to grant (a title)","誥","诰",,,"kao/"
3189,"to enjoin/to implore/to urge","囑","嘱",,,"chȯ˘"
2092,"to enjoy/to benefit/to have the use of","享","亨",,,"hiang\"
2093,"to enjoy/to benefit/to have the use of","享","亨",,,"hiang/"
8567,"to enlighten","迪","迪",,,"tiė˘"
5898,"to enlighten/lattice window","牖","牖",,,"ieu\"
5580,"to enrich/to moisten","渥","渥",,,"¨vȯ˘"
2495,"to enter/to go into/to join/to become a member of/to confirm or agree with/abbr. for 入聲|入声[rù shēng]","入","入",,,"jė˘"
8071,"to entice/to tempt","誘","诱",,,"ieu\"
3532,"to entrust/to cast aside/to shift (blame etc)/to accumulate/roundabout/winding/dejected/listless/committee member/council/end/actually/certainly or surname Wei or curved","委","委",,,"goei\"
3533,"to entrust/to cast aside/to shift (blame etc)/to accumulate/roundabout/winding/dejected/listless/committee member/council/end/actually/certainly or surname Wei or curved","委","委",,,"goei/"
7111,"to envy","羡","羨",,,"sien/"
4594,"to eradicate/to pull up","揠","揠",,,"ia˘"
8222,"to erect/vertical/vertical stroke (in Chinese characters)","豎","竖",,,"xụ/"
8416,"to error/to slip/to miss/to err","蹉","蹉",,,"ço¯'"
8609,"to escape from","逭","逭",,,"huon/"
8615,"to escape/leisurely/outstanding","逸","逸",,,"iė˘"
8580,"to escape/to run away/to flee","逃","逃",,,"tao^'"
3998,"to establish/to found/to set up/to build/to construct","建","建",,,"kien/"
8261,"to estimate/to fine (archaic)/variant of 資|资[zī]","貲","赀",,,"çụ¯"
8367,"to estimate/to select","銓","铨",,,"çiuen¯'"
8060,"to eulogize the dead/eulogy","誄","诔",,,"lui\"
8620,"to evade/to flee/to escape","遁","遯",,,"tụn/"
7596,"to evaporate/(of cooking) to steam/torch made from hemp stalks or bamboo (old)/finely chopped firewood (old)","蒸","蒸",,,"ching¯"
8019,"to examine or treat medically","診","诊",,,"chin\"
3741,"to examine/to investigate/carefully/to try (in court)","審","审",,,"xin\"
8114,"to examine/to judge","諟","諦",,,"xi\"
8115,"to examine/to judge","諟","諦",,,"ti/"
9371,"to examine/to test/to check","驗","验",,,"nien/"
8119,"to examine/truth (Buddhism)","諦","谛",,,"ty^'"
8120,"to examine/truth (Buddhism)","諦","谛",,,"ti/"
8339,"to exceed/to climb over/to surpass/the more... the more or generic word for peoples or states of south China or south Asia at different historical periods/abbr. for Vietnam 越南","越","越",,,"iue˘"
8619,"to exceed/to go beyond/to transcend/to cross over/to jump over","逾","逾",,,"iụ^"
4591,"to exchange/to change (clothes etc)/to substitute/to switch/to convert (currency)","換","换",,,"huon/"
7198,"to excite/to raise up/to shrug/high/lofty/towering","聳","耸",,,"sung\"
3294,"to execute (a plan)/to grasp","執","执",,,"chė˘'"
3490,"to exert oneself (bound form)","奮","奋",,,"fuen/"
2649,"to exert/to strive","努","努",,,"nu\"
7726,"to exhale/to call/scream of tiger","虖","乎",,,"hu¯"
6663,"to exhaust","竭","竭",,,"kie˘"
2664,"to exhort/to make an effort","勉","勉",,,"mien\"
3647,"to exist/to deposit/to store/to keep/to survive","存","存",,,"çụn^'"
2472,"to exorcise demons","儺","傩",,,"no\"
2473,"to exorcise demons","儺","傩",,,"no^"
4848,"to expand/bright","[.]_278_1_prin","易","https://dict.variants.moe.edu.tw/dictView.jsp?ID=19672","https://dict.variants.moe.edu.tw/dictView.jsp?ID=19672","iang^"
9287,"to expel/to urge on/to drive/to run quickly","驅","驱",,,"kiụ¯'"
5304,"to experience/to undergo/to pass through/all/each/every/history","歷","历",,,"liė˘"
8051,"to explain/to comment/to annotate","詮","诠",,,"çiuen¯'"
8779,"to explain/to release/Buddha (abbr. for 釋迦牟尼|释迦牟尼[Shì jiā móu ní])/Buddhism","釋","释",,,"xė˘"
5864,"to explode or burst/to quick fry or quick boil","爆","爆",,,"pȯ˘'"
